Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28,Column29,Column30,Column31,Column32,Column33,Column34,Column35,Column36,Column37,Column38,Column39,Column40,Column41,Column42,Column43,Column44,Column45,Column46,Column47,Column48,Column49,Column50,Column51,Column52,Column53,Column54,Column55,Column56,Column57,Column58,Column59,Column60,Column61,Column62,Column63,Column64,Column65,Column66,Column67,Column68,Column69,Column70,Column71,Column72,Column73,Column74,Column75,Column76,Column77,Column78,Column79,Column80,Column81,Column82,Column83,Column84,Column85,Column86,Column87,Column88,Column89,Column90,Column91,Column92,Column93,Column94,Column95,Column96,Column97,Column98,Column99,Column100,Column101,Column102,Column103,Column104,Column105,Column106,Column107,Column108,Column109,Column110,Column111,Column112,Column113,Column114,Column115,Column116,Column117,Column118,Column119,Column120,Column121,Column122,Column123,Column124,Column125,Column126,Column127,Column128,Column129,Column130,Column131,Column132,Column133,Column134,Column135,Column136,Column137,Column138,Column139,Column140,Column141,Column142,Column143,Column144
,,1500,1500,1475, 36 months, 12.40%,50.11,B,B4,Welder,< 1 year,MORTGAGE,50000,Source Verified,Mar-2019,Issued,n,,,debt_consolidation,Debt consolidation,276xx,NC,20.45,0,Sep-2003,0,,,7,0,3696,42.5%,10,f,1500.00,1475.00,0.0,0.00,0.00,0.00,0.0,0.0,0.0,,0.0,Apr-2019,Apr-2019,0,,1,Individual,,,,0,0,201663,1,4,2,3,6,36146,84,0,1,1718,77,8700,2,0,1,4,28809,282,85.9,0,0,186,72,23,6,2,23,,9,,0,1,2,1,1,5,2,3,2,7,0,0,0,2,100,100,0,0,238035,39842,2000,42911,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
,,20000,20000,20000, 36 months, 17.97%,722.75,D,D1,Office Manager,6 years,OWN,57000,Not Verified,Mar-2019,Issued,n,,,debt_consolidation,Debt consolidation,301xx,GA,20.15,0,Oct-2003,0,,,5,0,16890,87.5%,12,w,20000.00,20000.00,0.0,0.00,0.00,0.00,0.0,0.0,0.0,,0.0,Apr-2019,Apr-2019,0,,1,Individual,,,,0,0,24520,1,2,1,3,12,7630,50,1,1,5759,71,19300,0,1,0,4,4904,541,91.4,0,0,45,185,6,6,0,70,,20,,0,1,3,1,1,8,3,4,3,5,0,0,0,2,100,100,0,0,34650,24520,6300,15350,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
,,24000,24000,24000, 60 months,  8.19%,488.82,A,A4,Customer service ,10+ years,MORTGAGE,100000,Source Verified,Mar-2019,Issued,n,,,debt_consolidation,Debt consolidation,070xx,NJ,10.32,0,Jul-1996,0,,92,9,1,14730,16.3%,15,w,24000.00,24000.00,0.0,0.00,0.00,0.00,0.0,0.0,0.0,,0.0,Apr-2019,Apr-2019,0,,1,Individual,,,,0,0,43358,2,1,1,1,3,28628,98,2,3,3004,36,90200,0,1,1,4,5420,71590,4.8,0,0,160,272,2,2,0,2,,3,,0,5,6,6,7,4,8,11,6,9,0,0,0,3,100,0,1,0,119542,43358,75200,29342,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
,,25000,25000,25000, 60 months, 13.08%,569.86,B,B5,,n/a,MORTGAGE,130000,Not Verified,Mar-2019,Issued,n,,,debt_consolidation,Debt consolidation,088xx,NJ,14.47,0,Mar-1990,0,,,10,0,21754,46.9%,22,w,25000.00,25000.00,0.0,0.00,0.00,0.00,0.0,0.0,0.0,,0.0,Apr-2019,Apr-2019,0,,1,Individual,,,,0,0,71389,0,2,0,0,30,49635,14,0,1,4450,41,46400,0,0,0,1,7139,16764,55.4,0,0,151,348,14,14,4,14,,14,,2,6,7,6,11,4,8,14,7,10,0,0,0,0,86.4,50,0,0,82560,71389,37600,36160,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
,,30000,30000,30000, 36 months, 11.02%,982.45,B,B2,,< 1 year,MORTGAGE,75000,Not Verified,Mar-2019,Issued,n,,,debt_consolidation,Debt consolidation,949xx,CA,26,0,Feb-1982,0,,,12,0,30261,58.2%,15,w,30000.00,30000.00,0.0,0.00,0.00,0.00,0.0,0.0,0.0,,0.0,Apr-2019,Apr-2019,0,,1,Individual,,,,0,250,38815,0,2,0,1,21,8554,32,0,0,6001,49,52000,1,0,0,1,3235,8324,77.4,0,0,35,445,41,21,0,41,,21,,0,8,9,8,8,3,10,12,9,12,0,0,0,0,100,75,0,0,79008,38815,36900,27008,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
,,2500,2500,2500, 36 months,  8.81%,79.28,A,A5,Administrative Specialist,5 years,RENT,34560,Not Verified,Mar-2019,Current,n,,,medical,Medical expenses,770xx,TX,24.51,0,Jul-2014,1,,,6,0,106,0.9%,9,f,2130.56,2130.56,378.06,378.06,369.44,8.62,0.0,0.0,0.0,Apr-2019,79.28,May-2019,Apr-2019,0,,1,Individual,,,,0,0,32018,1,2,2,2,6,31912,88,1,2,106,67,12000,3,0,3,4,5336,6394,1.6,0,0,56,27,10,6,0,27,,6,,0,1,1,1,1,5,4,4,1,6,0,0,0,3,100,0,0,0,48179,32018,6500,36179,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
,,15000,15000,15000, 36 months, 10.33%,486.34,B,B1,Engineer,< 1 year,RENT,65000,Not Verified,Mar-2019,Current,n,,,credit_card,Credit card refinancing,328xx,FL,7.98,0,Sep-2013,1,,,6,0,3392,14.4%,7,w,14591.14,14591.14,477.73,477.73,408.86,68.87,0.0,0.0,0.0,Apr-2019,486.34,May-2019,Apr-2019,0,,1,Joint App,128000,15.37,Not Verified,0,0,37754,1,2,0,2,16,34362,85,1,3,1781,59,23500,1,0,3,5,6292,20108,14.4,0,0,66,36,4,4,0,4,,4,,0,3,3,4,4,3,4,4,3,6,0,0,0,1,100,0,0,0,63753,37754,23500,40253,20952,Dec-2005,0,1,13,58.1,6,16,0,0,,N,,,,,,,,,,,,,,,N,,,,,,
,,6600,6600,6600, 36 months,  7.56%,205.49,A,A3,Eligibility Worker 3,10+ years,MORTGAGE,70000,Verified,Mar-2019,Issued,n,,,credit_card,Credit card refinancing,917xx,CA,36.77,0,Feb-1993,0,,,11,0,17287,64.7%,18,w,6600.00,6600.00,0.0,0.00,0.00,0.00,0.0,0.0,0.0,,0.0,Apr-2019,Apr-2019,0,,1,Individual,,,,0,0,59161,0,5,1,4,11,41874,58,1,3,7746,60,26700,2,1,1,7,5378,6789,71.6,0,0,127,313,7,7,1,7,,11,,0,3,4,3,4,8,6,9,4,11,0,0,0,2,100,66.7,0,0,98895,59161,23900,72195,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
,,29500,29500,29500, 60 months, 14.74%,697.79,C,C2,Patient Educator and Registered Nurse,10+ years,MORTGAGE,80000,Verified,Mar-2019,Issued,n,,,debt_consolidation,Debt consolidation,280xx,NC,33.38,0,Oct-1995,0,57,,15,0,22414,53%,52,w,29500.00,29500.00,0.0,0.00,0.00,0.00,0.0,0.0,0.0,,0.0,Apr-2019,Apr-2019,0,61,1,Individual,,,,0,0,154170,2,6,1,2,6,67159,57,2,6,4030,56,42300,1,5,3,8,11012,6018,51.5,0,0,169,281,0,0,3,17,57,6,57,1,2,4,2,12,13,8,36,4,15,0,0,0,3,96.2,50,0,0,229660,89573,12400,105960,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
,,9600,9600,9600, 36 months,  7.02%,296.51,A,A2,Senior Software Architect,1 year,RENT,120000,Not Verified,Mar-2019,Issued,n,,,debt_consolidation,Debt consolidation,705xx,LA,18.94,0,Apr-1996,1,,,7,0,6997,15.9%,20,w,9600.00,9600.00,0.0,0.00,0.00,0.00,0.0,0.0,0.0,,0.0,Apr-2019,Apr-2019,0,,1,Individual,,,,0,0,46122,2,3,2,2,6,39125,58,1,2,5632,41,44000,2,0,4,4,7687,30003,18.9,0,0,275,172,1,1,1,1,,6,,0,2,2,2,5,10,4,9,2,7,0,0,0,3,100,0,0,0,111466,46122,37000,67466,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
,,10000,10000,10000, 36 months, 12.40%,334.06,B,B4,Truck driver ,10+ years,RENT,80000,Not Verified,Mar-2019,Issued,n,,,other,Other,112xx,NY,19.28,1,Sep-2004,0,11,,9,0,15718,72.1%,16,w,10000.00,10000.00,0.0,0.00,0.00,0.00,0.0,0.0,0.0,,0.0,Apr-2019,Apr-2019,0,,1,Joint App,130000,12.9,Not Verified,0,0,525489,0,2,0,0,35,13331,38,0,1,5690,51,21800,0,0,1,2,58388,4282,78.6,0,0,128,174,17,8,1,17,,9,,0,3,3,4,6,6,6,9,3,9,0,0,0,1,93.8,75,0,0,556800,29049,20000,35000,32431,Jan-2017,0,0,3,42.3,0,3,0,0,,N,,,,,,,,,,,,,,,N,,,,,,
,,35000,35000,35000, 36 months, 10.33%,1134.79,B,B1,Accountant I,2 years,MORTGAGE,105440,Source Verified,Mar-2019,Current,n,,,credit_card,Credit card refinancing,786xx,TX,21.36,0,Sep-2006,0,24,,13,0,26191,81.6%,22,w,34045.99,34045.99,1114.7,1114.70,954.01,160.69,0.0,0.0,0.0,Apr-2019,1134.79,May-2019,Apr-2019,0,,1,Individual,,,,0,0,209845,1,6,2,2,5,45564,106,0,0,15744,87,32100,0,0,0,2,16142,1156,93.2,0,0,150,144,55,5,2,59,,,24,0,1,5,2,3,10,6,10,5,13,0,0,0,2,95.5,50,0,0,238995,71755,16900,46895,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
,,40000,40000,40000, 60 months,  8.81%,826.66,A,A5,Millwright,10+ years,MORTGAGE,75000,Verified,Mar-2019,Issued,n,,,moving,Moving and relocation,447xx,OH,25.47,0,Dec-2003,0,29,,7,0,4779,18.7%,21,w,40000.00,40000.00,0.0,0.00,0.00,0.00,0.0,0.0,0.0,,0.0,Apr-2019,Apr-2019,0,,1,Joint App,135000,17.19,Verified,0,0,129384,1,3,1,2,7,32961,56,1,2,0,45,25500,0,1,2,5,18483,20000,0,0,0,174,124,4,4,2,4,,7,29,0,0,1,2,4,13,3,6,1,7,0,0,0,2,80,0,0,0,178876,37740,20000,59376,35104,Dec-2003,1,1,9,34,4,10,0,0,,N,,,,,,,,,,,,,,,N,,,,,,
,,18000,18000,18000, 36 months,  6.46%,551.36,A,A1,Administrative Coordinator,10+ years,MORTGAGE,67000,Not Verified,Mar-2019,Issued,n,,,credit_card,Credit card refinancing,770xx,TX,14.02,0,Aug-2002,2,36,,15,0,12767,18.1%,35,w,18000.00,18000.00,0.0,0.00,0.00,0.00,0.0,0.0,0.0,,0.0,Apr-2019,Apr-2019,0,,1,Individual,,,,0,0,62203,1,1,0,0,74,49436,,2,4,6551,18,70600,0,0,2,4,4443,46452,15.2,0,0,199,190,6,6,0,6,39,5,36,0,6,10,10,12,14,14,21,10,15,0,0,0,2,97,0,0,0,115819,62203,54800,45219,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
,,8000,8000,8000, 36 months, 17.19%,285.98,C,C5,Administrative Coordinator,1 year,RENT,46800,Verified,Mar-2019,Issued,n,,,vacation,Vacation,465xx,IN,32.56,0,Oct-2006,1,32,,8,0,8254,71.8%,11,w,8000.00,8000.00,0.0,0.00,0.00,0.00,0.0,0.0,0.0,,0.0,Apr-2019,Apr-2019,0,,1,Individual,,,,0,0,51698,0,2,2,2,9,43444,72,0,3,2588,72,11500,5,2,12,5,6462,912,73.9,0,0,149,41,16,9,0,41,,0,32,0,1,5,1,1,5,6,6,5,8,0,0,0,2,90.9,0,0,0,71708,51698,3500,60208,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
,,32000,32000,32000, 60 months, 12.40%,718.31,B,B4,Technical Manager,10+ years,MORTGAGE,145000,Verified,Mar-2019,Issued,n,,,debt_consolidation,Debt consolidation,088xx,NJ,18.62,0,Dec-2003,0,,,18,0,23852,25.6%,30,w,32000.00,32000.00,0.0,0.00,0.00,0.00,0.0,0.0,0.0,,0.0,Apr-2019,Apr-2019,0,,1,Individual,,,,0,0,318474,1,3,2,3,2,51894,85,0,2,5977,49,93100,2,0,2,6,17693,65748,26.6,0,0,156,183,13,2,1,13,,8,,0,9,9,11,14,8,13,20,9,18,0,0,0,2,100,0,0,0,423596,76843,89600,61441,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
,,20000,20000,20000, 36 months,  6.46%,612.62,A,A1,Attorney,10+ years,MORTGAGE,145000,Not Verified,Mar-2019,Issued,n,,,home_improvement,Home improvement,914xx,CA,8.76,0,Jul-1986,0,77,,11,0,990,1.9%,25,w,20000.00,20000.00,0.0,0.00,0.00,0.00,0.0,0.0,0.0,,0.0,Apr-2019,Apr-2019,0,,1,Joint App,245000,5.9,Not Verified,0,0,364828,0,3,0,3,17,52710,62,1,2,971,22,51200,1,1,0,5,36483,47429,2,0,0,156,388,11,11,3,44,77,17,77,0,1,2,4,6,11,6,8,2,11,0,0,0,1,96,0,0,0,474641,53700,48400,66441,5257,Jul-1986,0,0,13,4.6,1,17,0,0,,N,,,,,,,,,,,,,,,N,,,,,,
,,14000,14000,14000, 36 months,  8.81%,443.96,A,A5,Certified Nurse-Midwife,< 1 year,MORTGAGE,205000,Not Verified,Mar-2019,Issued,n,,,moving,Moving and relocation,115xx,NY,6.01,2,Nov-2005,0,8,,4,0,8588,63.6%,16,w,14000.00,14000.00,0.0,0.00,0.00,0.00,0.0,0.0,0.0,,0.0,Apr-2019,Apr-2019,0,,1,Individual,,,,0,0,339230,0,1,0,0,33,3077,12,0,0,7940,30,13500,0,0,0,0,84808,4912,63.6,0,0,160,152,85,33,2,96,9,,9,0,2,2,2,4,4,2,10,2,4,0,0,0,0,87.5,50,0,0,455500,11665,13500,25000,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
,,40000,40000,40000, 60 months, 10.33%,856.4,B,B1,,< 1 year,RENT,128000,Source Verified,Mar-2019,Issued,n,,,debt_consolidation,Debt consolidation,941xx,CA,25.32,0,Mar-2001,0,,,18,0,16912,49.3%,28,w,40000.00,40000.00,0.0,0.00,0.00,0.00,0.0,0.0,0.0,,0.0,Apr-2019,Apr-2019,0,,1,Individual,,,,0,0,112936,0,13,1,1,10,91318,74,0,0,8123,67,34300,1,0,2,1,6274,17388,49.3,0,0,155,216,26,10,0,26,,10,,9,4,4,4,5,21,4,6,4,18,0,0,0,1,60.7,0,0,0,168259,112936,34300,124222,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
,,4800,4800,4800, 36 months, 16.40%,169.71,C,C4,Communications,3 years,RENT,36000,Not Verified,Mar-2019,Issued,n,,,vacation,Vacation,125xx,NY,12.37,0,Oct-2005,2,40,37,8,1,4762,58.8%,24,w,4800.00,4800.00,0.0,0.00,0.00,0.00,0.0,0.0,0.0,,0.0,Apr-2019,Apr-2019,0,40,1,Individual,,,,0,0,8554,2,1,1,1,11,3792,79,4,8,2629,66,8100,1,1,3,9,1069,943,81.1,0,0,161,149,5,5,0,18,,3,,1,3,5,3,9,6,7,18,5,8,0,0,0,5,85,66.7,1,0,12900,8554,5000,4800,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
,,8400,8400,8400, 36 months,  7.02%,259.45,A,A2,,n/a,RENT,36000,Not Verified,Mar-2019,Issued,n,,,credit_card,Credit card refinancing,950xx,CA,29.6,0,Mar-2006,1,,,13,0,8581,21.9%,19,w,8400.00,8400.00,0.0,0.00,0.00,0.00,0.0,0.0,0.0,,0.0,Apr-2019,Apr-2019,0,,1,Individual,,,,0,0,35302,0,2,0,2,14,26721,78,0,4,3154,48,39200,1,0,1,6,2716,27419,23.8,0,0,122,156,17,14,0,17,,5,,0,3,3,9,10,4,11,15,3,13,0,0,0,0,100,0,0,0,73699,35302,36000,34499,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
,,20000,20000,20000, 36 months,  7.02%,617.73,A,A2,owner,< 1 year,OWN,140000,Not Verified,Mar-2019,Issued,n,,,debt_consolidation,Debt consolidation,013xx,MA,6.98,0,May-1980,0,,,9,0,16658,28%,15,w,20000.00,20000.00,0.0,0.00,0.00,0.00,0.0,0.0,0.0,,0.0,Apr-2019,Apr-2019,0,,1,Individual,,,,0,0,129968,0,1,1,1,8,7611,85,0,0,7890,41,59500,1,1,1,1,14441,38055,30.2,0,0,66,465,49,8,1,51,,8,,0,4,5,5,8,3,6,10,5,9,0,0,0,1,100,0,0,0,214693,30962,54500,9000,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
,,16000,16000,16000, 36 months,  7.02%,494.18,A,A2,Bartender,1 year,RENT,50000,Source Verified,Mar-2019,Issued,n,,,credit_card,Credit card refinancing,800xx,CO,7.03,0,Aug-2002,0,,,9,0,14648,47.6%,14,w,16000.00,16000.00,0.0,0.00,0.00,0.00,0.0,0.0,0.0,,0.0,Apr-2019,Apr-2019,0,,1,Individual,,,,0,0,14648,0,0,0,0,50,0,,0,4,5354,48,30800,0,0,0,4,1628,15852,48,0,0,199,85,17,17,0,17,,,,0,5,5,8,8,3,9,11,5,9,0,0,0,0,100,50,0,0,30800,14648,30500,0,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
,,15000,15000,15000, 60 months, 13.90%,348.25,C,C1,Vice President,10+ years,MORTGAGE,115000,Source Verified,Mar-2019,Issued,n,,,credit_card,Credit card refinancing,785xx,TX,29.13,1,Jul-1993,0,19,,17,0,22610,45.4%,51,w,15000.00,15000.00,0.0,0.00,0.00,0.00,0.0,0.0,0.0,,0.0,May-2019,Apr-2019,0,,1,Individual,,,,0,0,157119,0,7,0,3,15,91647,72,0,0,11451,62,49800,3,18,0,3,9242,14438,54.9,0,0,204,308,31,15,2,34,,15,,0,4,6,4,6,30,9,19,6,17,0,0,0,0,98,25,0,0,237042,114257,32000,137242,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
,,10000,10000,10000, 36 months,  8.19%,314.25,A,A4,field manager,1 year,RENT,65000,Not Verified,Mar-2019,Issued,n,,,debt_consolidation,Debt consolidation,088xx,NJ,19.48,0,Jun-2000,0,,,22,0,19797,31.1%,39,w,10000.00,10000.00,0.0,0.00,0.00,0.00,0.0,0.0,0.0,,0.0,Apr-2019,Apr-2019,0,,1,Individual,,,,0,0,35834,2,2,0,1,22,16037,59,3,6,6474,40,63700,2,0,0,7,1706,37272,34,0,0,150,170,5,5,0,5,,22,,0,8,11,14,19,3,19,35,11,22,0,0,0,3,100,21.4,0,0,90791,35834,56500,27091,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
,,10200,10200,10200, 36 months, 20.00%,379.07,D,D2,Technician/Carpenter,6 years,RENT,58000,Not Verified,Mar-2019,Issued,n,,,credit_card,Credit card refinancing,190xx,PA,34.91,0,Apr-2012,2,,,9,0,10504,22%,10,w,10200.00,10200.00,0.0,0.00,0.00,0.00,0.0,0.0,0.0,,0.0,Apr-2019,Apr-2019,0,,1,Individual,,,,0,0,55665,2,3,2,2,5,45161,79,0,1,5891,53,47800,3,0,2,3,6185,35796,22.7,0,0,31,83,23,5,0,23,,5,,0,3,3,5,5,4,6,6,3,9,0,0,0,2,100,0,0,0,104664,55665,46300,56864,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
,,12600,12600,12600, 36 months,  7.02%,389.17,A,A2,Head Baseball Coach,10+ years,RENT,50000,Source Verified,Mar-2019,Fully Paid,n,,,debt_consolidation,Debt consolidation,731xx,OK,10.01,0,Apr-1999,0,,,6,0,3972,45.1%,13,w,0.00,0.00,12612.3121543,12612.31,12600.00,12.31,0.0,0.0,0.0,Apr-2019,12617.22,,Apr-2019,0,,1,Individual,,,,0,0,35117,0,2,0,0,25,31145,93,0,1,3645,83,8800,0,0,0,1,7023,3828,50.9,0,0,239,167,20,20,0,99,,,,0,2,2,3,4,8,4,5,2,6,0,0,0,0,100,0,0,0,42327,35117,7800,33527,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
,,21375,21375,21375, 60 months, 20.00%,566.31,D,D2,Supervisory CBP Officer,10+ years,MORTGAGE,102500,Verified,Mar-2019,Issued,n,,,credit_card,Credit card refinancing,856xx,AZ,46.7,0,Nov-2004,0,,,11,0,18627,98%,50,w,21375.00,21375.00,0.0,0.00,0.00,0.00,0.0,0.0,0.0,,0.0,Apr-2019,Apr-2019,0,,1,Joint App,186235,26.79,Verified,0,0,617680,5,5,3,6,2,127888,71,2,2,5400,80,19000,1,12,0,8,56153,95,99.3,0,0,163,172,6,2,5,6,,13,,0,3,4,3,17,20,4,24,4,11,0,0,0,5,100,100,0,0,690733,146515,13000,152409,66179,May-2007,0,3,11,95.5,5,22,0,0,,N,,,,,,,,,,,,,,,N,,,,,,
,,10000,10000,10000, 36 months, 14.74%,345.39,C,C2,Functional Consultant,1 year,RENT,90000,Not Verified,Mar-2019,Issued,n,,,medical,Medical expenses,290xx,SC,24.39,0,Dec-2003,0,34,,8,0,20972,65.3%,21,w,9650.00,9650.00,350.0,350.00,350.00,0.00,0.0,0.0,0.0,Apr-2019,350.0,Apr-2019,Apr-2019,0,,1,Individual,,,,0,0,32119,0,2,0,2,18,11147,34,0,0,9040,48,32100,1,4,0,3,4015,10260,66.9,0,0,183,136,32,18,0,69,,18,34,0,4,5,4,6,11,5,8,5,8,0,0,0,0,95.2,0,0,0,66455,32119,31000,33230,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
,,15000,15000,15000, 60 months,  8.19%,305.52,A,A4,Branch Manager ,5 years,MORTGAGE,120000,Source Verified,Mar-2019,Issued,n,,,debt_consolidation,Debt consolidation,278xx,NC,8.02,0,Dec-1975,0,,,9,0,18073,50.8%,14,w,15000.00,15000.00,0.0,0.00,0.00,0.00,0.0,0.0,0.0,,0.0,Apr-2019,Apr-2019,0,,1,Individual,,,,0,0,274460,2,1,0,0,37,14776,55,1,1,7297,52,35600,0,0,1,2,34308,10256,56,0,0,37,519,4,3,1,33,,4,,0,3,5,4,8,1,7,12,6,9,0,0,0,2,100,0,0,0,304900,32849,23300,27050,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
,,40000,40000,40000, 60 months,  8.19%,814.7,A,A4,IT Senior Manager,6 years,MORTGAGE,176000,Not Verified,Mar-2019,Fully Paid,n,,,debt_consolidation,Debt consolidation,230xx,VA,8.99,1,Aug-2007,0,10,,13,0,38014,26.6%,31,w,0.00,0.00,40100.1,40100.10,40000.00,100.10,0.0,0.0,0.0,Apr-2019,40118.3,,Apr-2019,0,,1,Individual,,,,0,0,590079,0,2,0,1,21,27427,59,0,2,19600,38,130600,0,4,1,5,45391,83781,27.1,0,0,137,139,22,10,3,22,,12,10,1,3,4,8,14,8,10,20,4,13,0,0,0,1,93.5,0,0,0,707900,65441,119100,46300,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
,,12800,12800,12800, 36 months, 22.50%,492.16,D,D3,Warehouse,10+ years,RENT,36000,Source Verified,Mar-2019,Issued,n,,,home_improvement,Home improvement,044xx,ME,42.4,0,Sep-1995,2,44,,10,0,3968,82.7%,18,w,12800.00,12800.00,0.0,0.00,0.00,0.00,0.0,0.0,0.0,,0.0,Apr-2019,Apr-2019,0,44,1,Joint App,62000,27.91,Source Verified,0,226,27736,0,5,1,4,7,23768,53,0,3,1285,56,4800,2,10,4,7,2774,526,86.2,0,0,282,34,16,7,0,16,,0,,0,4,5,4,6,11,5,7,5,10,0,0,0,1,88.9,100,0,0,49995,27736,3800,45195,16418,Aug-2013,1,0,7,37.3,3,5,0,0,,N,,,,,,,,,,,,,,,N,,,,,,
,,16000,16000,16000, 60 months, 16.40%,392.5,C,C4,Civil Service,8 years,MORTGAGE,100000,Source Verified,Mar-2019,Issued,n,,,debt_consolidation,Debt consolidation,236xx,VA,22.99,2,Jul-2000,1,11,,8,0,14404,65.5%,19,w,16000.00,16000.00,0.0,0.00,0.00,0.00,0.0,0.0,0.0,,0.0,Apr-2019,Apr-2019,0,25,1,Individual,,,,0,0,580590,0,3,0,1,16,38104,89,0,0,14404,81,22000,3,0,2,1,82941,2096,87.3,0,0,136,224,32,16,4,217,16,0,16,3,1,1,1,8,5,3,10,1,8,0,0,0,0,52.9,100,0,0,654293,52508,16500,43013,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
,,9000,9000,9000, 36 months, 11.02%,294.74,B,B2,Sr Business Analyst ,6 years,MORTGAGE,60000,Source Verified,Mar-2019,Issued,n,,,credit_card,Credit card refinancing,761xx,TX,16.86,0,Oct-2007,0,54,,36,0,12647,18.9%,40,w,9000.00,9000.00,0.0,0.00,0.00,0.00,0.0,0.0,0.0,,0.0,Apr-2019,Apr-2019,0,,1,Individual,,,,0,0,366029,6,17,1,2,6,165737,113,5,11,4565,83,70800,0,1,0,14,10167,39049,24.7,0,0,137,67,5,5,1,6,,21,54,0,6,9,13,13,20,18,19,9,36,0,0,0,6,97.4,15.4,0,0,410747,178384,50600,146917,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
,,6000,6000,6000, 36 months, 14.74%,207.23,C,C2,Receiving ,10+ years,RENT,30000,Source Verified,Mar-2019,Issued,n,,,debt_consolidation,Debt consolidation,631xx,MO,10.88,0,Mar-2014,1,,,7,0,9437,37.4%,10,w,6000.00,6000.00,0.0,0.00,0.00,0.00,0.0,0.0,0.0,,0.0,Apr-2019,Apr-2019,0,,1,Individual,,,,0,0,9437,2,0,1,2,4,0,,1,2,1939,37,25200,2,0,2,4,1348,9085,33.7,0,0,35,60,2,2,0,2,,4,,0,4,6,5,5,3,7,7,6,7,0,0,0,2,100,20,0,0,25200,9437,13700,0,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
,,18000,18000,18000, 36 months, 10.33%,583.61,B,B1,,< 1 year,MORTGAGE,55000,Source Verified,Mar-2019,Issued,n,,,credit_card,Credit card refinancing,605xx,IL,18.83,0,Aug-2000,0,,,11,0,13736,48.4%,16,w,18000.00,18000.00,0.0,0.00,0.00,0.00,0.0,0.0,0.0,,0.0,Apr-2019,Apr-2019,0,,1,Individual,,,,0,0,217415,0,1,1,1,8,11556,85,0,0,6260,60,28400,1,0,1,1,19765,6573,67.5,0,0,37,222,26,8,2,26,,8,,0,3,4,6,6,2,9,12,4,11,0,0,0,1,100,33.3,0,0,250925,25292,20200,13525,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
,,20000,20000,20000, 36 months,  6.46%,612.62,A,A1,Analyst,2 years,RENT,88000,Not Verified,Mar-2019,Issued,n,,,credit_card,Credit card refinancing,100xx,NY,9.36,0,Aug-2013,1,,,17,0,32067,34%,23,w,20000.00,20000.00,0.0,0.00,0.00,0.00,0.0,0.0,0.0,,0.0,Apr-2019,Apr-2019,0,,1,Individual,,,,0,0,58031,1,8,0,0,31,25257,94,2,3,9855,46,94200,0,3,1,4,3414,62133,34,0,0,67,57,6,6,0,6,,6,,0,7,7,8,10,12,8,10,7,17,0,0,0,2,100,12.5,0,0,125600,58031,94200,27000,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
